abbr,date/time,temperature (degrees celsius),pressure (hpa),humidity (%),dew point (degrees celsius),wind direction (degree),wind speed (knots),wind speed (kmh),cloud amount (octas),altitude (metres)
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.9,1020.2,90.7,9.5,225,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.7,1020.1,90.6,9.2,187,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.7,1019.8,90,9.1,243,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11,1019.7,91.4,9.7,180,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.8,1019.4,91.3,9.4,164,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.4,1019.2,91.8,9.1,191,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,10.7,1019,90.9,9.2,157,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11,1019,87.2,8.9,153,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1018.8,84.2,9.3,252,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.3,1018.9,80.9,10,225,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15,1018.8,72.5,10.1,259,5,9.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.7,1018.6,69,10,249,8,14,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.2,1017.7,63.2,10.1,242,8,14.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.4,1017,62.3,10.1,249,8,15.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.4,1016.8,61.1,9.8,243,9,15.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.9,1016.5,62.7,9.8,248,5,9.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.1,1016.5,72.1,11,330,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.4,1017,81.9,11.3,37,2,4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.5,1017.4,86.3,11.3,41,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.8,1017.9,88.5,11,39,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.3,1018,89.1,10.6,202,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.2,1017.5,83.4,10.4,196,3,5.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13,1017.3,90.1,11.4,180,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.9,1016.9,90.9,11.5,198,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.8,1016.7,92.1,11.6,180,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.8,1016.3,91,11.3,198,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.1,1015.9,87.1,11,205,3,5.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13,1015.7,87.7,11,211,3,4.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.9,1015.1,84.9,10.4,200,5,8.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.3,1014.9,88.4,10.4,207,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1014.8,88.9,10.1,204,3,6.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.4,1014.4,85.5,10,207,2,4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.2,1014.3,85.9,10.9,201,3,6.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.8,1013.8,76.7,10.7,208,6,11.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.8,1013.6,70.1,10.3,240,8,14.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.9,1013.7,66,9.5,239,12,22,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.5,1013.8,62,9.2,243,15,27,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.5,1013.9,62,9.2,240,13,24.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.5,1014.1,64.8,9.9,247,11,19.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.4,1014.6,65.2,9.8,239,13,24.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.5,1015.9,74.1,10.9,254,9,16.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.1,1017.4,83.3,11.2,252,8,15.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.3,1018.6,90.2,11.7,270,4,7.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.9,1019.4,91,11.5,285,4,6.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.4,1019.8,92.3,11.1,310,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.2,1020,93.8,11.2,54,3,4.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.5,1019.9,94.6,11.7,108,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.8,1019.6,93.2,11.7,157,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.6,1019.7,94.4,11.7,180,1,1.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1019.5,96.2,11.3,189,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.1,1019,97.1,11.7,171,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.2,1018.7,97.3,11.7,158,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1018.6,97.4,11.5,170,3,6.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.6,1018.7,95.6,10.9,190,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.4,1018.9,96,10.8,186,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.6,1019.1,94.8,10.8,216,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13,1019.2,88.7,11.2,207,4,7.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.3,1019.1,85.2,11.8,196,3,6.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.7,1018.8,78.4,12,214,3,5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17,1018.4,71.3,11.8,219,6,10.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.9,1017.6,67.3,11.7,210,7,12.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,18.8,1017,64.4,11.9,222,5,10.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,19.4,1016.5,60.8,11.7,258,7,12.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,19.3,1016.3,61.4,11.7,248,5,9.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,19.2,1016.1,60.1,11.3,217,5,10.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.5,1016.5,70.3,12,205,4,7.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15,1017.5,84.5,12.4,63,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14,1017.9,86.9,11.9,108,1,1.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.4,1018.3,86.1,12.1,166,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.1,1018.8,88.3,12.2,187,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.8,1019,87.6,11.8,202,2,4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.2,1019.1,89.4,11.5,231,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.9,1019.1,90.8,11.4,198,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.6,1019,88,10.6,188,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.4,1018.6,89.5,10.7,225,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.3,1018.3,90.5,10.8,191,2,3.6,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,11.9,1018.2,90,10.3,187,2,3.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.3,1017.9,81.5,9.3,169,2,4.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,12.4,1017.9,80.3,9.1,189,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,13.3,1018,75.3,9,203,3,5.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.7,1017.8,71.2,9.5,195,4,7.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.3,1017.7,65.1,9.7,195,3,5.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.3,1017.5,63.3,10.2,210,3,6.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,19.3,1016.8,54,9.8,232,9,15.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,20.7,1016.3,48.4,9.4,238,12,22.3,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,21.6,1015.9,47.9,10.1,240,10,18.4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,21.1,1015.9,50.3,10.3,241,8,15.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,20.7,1015.6,52.5,10.6,253,5,10.1,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,19.5,1015.4,62.6,12,297,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.5,1015.7,76,13.3,9,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.2,1015.8,74.5,12.6,186,2,4,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,17.1,1015.8,74.2,12.4,284,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,16.2,1016.3,77.5,12.3,360,2,2.9,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.8,1016.2,77,11.8,11,1,1.8,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.8,1016.2,78.8,12.1,135,1,2.5,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,15.4,1016.4,85.7,13,0,0,0.7,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,14.7,1016.6,92.6,13.5,233,1,2.2,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
SMA,2.0121E+11,,,,,,,,,
